"States","Regions","Latitude","Longitude","Dates","Power_Usage","Date_Converted"
"Delhi","NR","28.669993","77.230004","27/04/2020","131.80","2020-04-27"
"UP","NR","27.599981","78.050006","27/04/2020","444.20","2020-04-27"
"Uttarakhand","NR","30.320409","78.050006","27/04/2020","46.60","2020-04-27"
"HP","NR","31.100025","77.166597","27/04/2020","28.10","2020-04-27"
"J&K","NR","33.450000","76.240000","27/04/2020","42.40","2020-04-27"
"Chandigarh","NR","30.719997","76.780006","27/04/2020","5.20","2020-04-27"
"Chhattisgarh","WR","22.090420","82.159987","27/04/2020","90.60","2020-04-27"
"Gujarat","WR","22.258700","71.192400","27/04/2020","394.80","2020-04-27"
"MP","WR","21.300391","76.130019","27/04/2020","223.00","2020-04-27"
"Maharashtra","WR","19.250232","73.160175","27/04/2020","495.40","2020-04-27"
"Goa","WR","15.491997","73.818001","27/04/2020","12.30","2020-04-27"
"DNH","WR","20.266578","73.016618","27/04/2020","17.60","2020-04-27"
"Andhra Pradesh","SR","14.750429","78.570026","27/04/2020","183.40","2020-04-27"
"Telangana","SR","18.112400","79.019300","27/04/2020","154.80","2020-04-27"
"Karnataka","SR","12.570381","76.919997","27/04/2020","197.40","2020-04-27"
"Kerala","SR","8.900373","76.569993","27/04/2020","82.50","2020-04-27"
"Tamil Nadu","SR","12.920386","79.150042","27/04/2020","343.50","2020-04-27"
"Pondy","SR","11.934994","79.830000","27/04/2020","9.10","2020-04-27"
"Bihar","ER","25.785414","87.479973","27/04/2020","104.10","2020-04-27"
"Jharkhand","ER","23.800393","86.419986","27/04/2020","24.80","2020-04-27"
"Odisha","ER","19.820430","85.900017","27/04/2020","88.10","2020-04-27"
"West Bengal","ER","22.580390","88.329947","27/04/2020","167.40","2020-04-27"
"Sikkim","ER","27.333330","88.616648","27/04/2020","1.10","2020-04-27"
"Arunachal Pradesh","NER","27.100399","93.616601","27/04/2020","2.20","2020-04-27"
"Assam","NER","26.749981","94.216667","27/04/2020","26.60","2020-04-27"
"Manipur","NER","24.799971","93.950017","27/04/2020","2.50","2020-04-27"
"Meghalaya","NER","25.570492","91.880014","27/04/2020","5.80","2020-04-27"
"Mizoram","NER","23.710399","92.720015","27/04/2020","1.90","2020-04-27"
"Nagaland","NER","25.666998","94.116570","27/04/2020","2.10","2020-04-27"
"Tripura","NER","23.835404","91.279999","27/04/2020","4.50","2020-04-27"
"Punjab","NR","31.519974","75.980003","28/04/2020","186.40","2020-04-28"
"Haryana","NR","28.450006","77.019991","28/04/2020","189.40","2020-04-28"
"Rajasthan","NR","26.449999","74.639981","28/04/2020","271.30","2020-04-28"
"Delhi","NR","28.669993","77.230004","28/04/2020","131.20","2020-04-28"
"UP","NR","27.599981","78.050006","28/04/2020","471.80","2020-04-28"
"Uttarakhand","NR","30.320409","78.050006","28/04/2020","47.50","2020-04-28"
"HP","NR","31.100025","77.166597","28/04/2020","30.40","2020-04-28"
"J&K","NR","33.450000","76.240000","28/04/2020","47.60","2020-04-28"
"Chandigarh","NR","30.719997","76.780006","28/04/2020","5.90","2020-04-28"
"Chhattisgarh","WR","22.090420","82.159987","28/04/2020","92.10","2020-04-28"
"Gujarat","WR","22.258700","71.192400","28/04/2020","387.90","2020-04-28"
"MP","WR","21.300391","76.130019","28/04/2020","227.50","2020-04-28"
"Maharashtra","WR","19.250232","73.160175","28/04/2020","492.80","2020-04-28"
"Goa","WR","15.491997","73.818001","28/04/2020","12.00","2020-04-28"
"DNH","WR","20.266578","73.016618","28/04/2020","17.50","2020-04-28"
"Andhra Pradesh","SR","14.750429","78.570026","28/04/2020","193.40","2020-04-28"
"Telangana","SR","18.112400","79.019300","28/04/2020","168.20","2020-04-28"
"Karnataka","SR","12.570381","76.919997","28/04/2020","199.30","2020-04-28"
"Kerala","SR","8.900373","76.569993","28/04/2020","75.90","2020-04-28"
"Tamil Nadu","SR","12.920386","79.150042","28/04/2020","324.20","2020-04-28"
"Pondy","SR","11.934994","79.830000","28/04/2020","8.80","2020-04-28"
"Bihar","ER","25.785414","87.479973","28/04/2020","109.20","2020-04-28"
"Jharkhand","ER","23.800393","86.419986","28/04/2020","26.70","2020-04-28"
"Odisha","ER","19.820430","85.900017","28/04/2020","89.10","2020-04-28"
"West Bengal","ER","22.580390","88.329947","28/04/2020","155.00","2020-04-28"
"Sikkim","ER","27.333330","88.616648","28/04/2020","1.10","2020-04-28"
"Arunachal Pradesh","NER","27.100399","93.616601","28/04/2020","2.10","2020-04-28"
"Assam","NER","26.749981","94.216667","28/04/2020","29.90","2020-04-28"
"Manipur","NER","24.799971","93.950017","28/04/2020","2.80","2020-04-28"
"Meghalaya","NER","25.570492","91.880014","28/04/2020","6.00","2020-04-28"
"Mizoram","NER","23.710399","92.720015","28/04/2020","1.70","2020-04-28"
"Nagaland","NER","25.666998","94.116570","28/04/2020","2.10","2020-04-28"
"Tripura","NER","23.835404","91.279999","28/04/2020","5.30","2020-04-28"
"Punjab","NR","31.519974","75.980003","29/04/2020","198.80","2020-04-29"
"Haryana","NR","28.450006","77.019991","29/04/2020","185.10","2020-04-29"
"Rajasthan","NR","26.449999","74.639981","29/04/2020","270.40","2020-04-29"
"Delhi","NR","28.669993","77.230004","29/04/2020","134.40","2020-04-29"
"UP","NR","27.599981","78.050006","29/04/2020","431.10","2020-04-29"
"Uttarakhand","NR","30.320409","78.050006","29/04/2020","42.10","2020-04-29"
"HP","NR","31.100025","77.166597","29/04/2020","29.00","2020-04-29"
"J&K","NR","33.450000","76.240000","29/04/2020","47.50","2020-04-29"
"Chandigarh","NR","30.719997","76.780006","29/04/2020","5.70","2020-04-29"
"Chhattisgarh","WR","22.090420","82.159987","29/04/2020","89.60","2020-04-29"
"Gujarat","WR","22.258700","71.192400","29/04/2020","395.00","2020-04-29"
"MP","WR","21.300391","76.130019","29/04/2020","227.60","2020-04-29"
"Maharashtra","WR","19.250232","73.160175","29/04/2020","494.20","2020-04-29"
"Goa","WR","15.491997","73.818001","29/04/2020","11.90","2020-04-29"
"DNH","WR","20.266578","73.016618","29/04/2020","17.60","2020-04-29"
"Andhra Pradesh","SR","14.750429","78.570026","29/04/2020","184.10","2020-04-29"
"Telangana","SR","18.112400","79.019300","29/04/2020","160.90","2020-04-29"
"Karnataka","SR","12.570381","76.919997","29/04/2020","175.50","2020-04-29"
"Kerala","SR","8.900373","76.569993","29/04/2020","77.80","2020-04-29"
"Tamil Nadu","SR","12.920386","79.150042","29/04/2020","331.60","2020-04-29"
"Pondy","SR","11.934994","79.830000","29/04/2020","9.00","2020-04-29"
"Bihar","ER","25.785414","87.479973","29/04/2020","104.20","2020-04-29"
"Jharkhand","ER","23.800393","86.419986","29/04/2020","27.50","2020-04-29"
"Odisha","ER","19.820430","85.900017","29/04/2020","81.30","2020-04-29"
"West Bengal","ER","22.580390","88.329947","29/04/2020","155.60","2020-04-29"
"Sikkim","ER","27.333330","88.616648","29/04/2020","1.20","2020-04-29"
"Arunachal Pradesh","NER","27.100399","93.616601","29/04/2020","2.10","2020-04-29"
"Assam","NER","26.749981","94.216667","29/04/2020","31.20","2020-04-29"
"Manipur","NER","24.799971","93.950017","29/04/2020","2.70","2020-04-29"
"Meghalaya","NER","25.570492","91.880014","29/04/2020","6.00","2020-04-29"
"Mizoram","NER","23.710399","92.720015","29/04/2020","1.70","2020-04-29"
"Nagaland","NER","25.666998","94.116570","29/04/2020","2.20","2020-04-29"
"Tripura","NER","23.835404","91.279999","29/04/2020","5.10","2020-04-29"
"Punjab","NR","31.519974","75.980003","30/04/2020","186.00","2020-04-30"
"Haryana","NR","28.450006","77.019991","30/04/2020","183.50","2020-04-30"
"Rajasthan","NR","26.449999","74.639981","30/04/2020","275.20","2020-04-30"
"Delhi","NR","28.669993","77.230004","30/04/2020","129.20","2020-04-30"
"UP","NR","27.599981","78.050006","30/04/2020","381.60","2020-04-30"
"Uttarakhand","NR","30.320409","78.050006","30/04/2020","41.90","2020-04-30"
"HP","NR","31.100025","77.166597","30/04/2020","30.60","2020-04-30"
"J&K","NR","33.450000","76.240000","30/04/2020","47.90","2020-04-30"
"Chandigarh","NR","30.719997","76.780006","30/04/2020","5.70","2020-04-30"
"Chhattisgarh","WR","22.090420","82.159987","30/04/2020","85.10","2020-04-30"
"Gujarat","WR","22.258700","71.192400","30/04/2020","400.80","2020-04-30"
"MP","WR","21.300391","76.130019","30/04/2020","223.50","2020-04-30"
"Maharashtra","WR","19.250232","73.160175","30/04/2020","485.70","2020-04-30"
"Goa","WR","15.491997","73.818001","30/04/2020","11.90","2020-04-30"
"DNH","WR","20.266578","73.016618","30/04/2020","17.50","2020-04-30"
"Andhra Pradesh","SR","14.750429","78.570026","30/04/2020","187.50","2020-04-30"
"Telangana","SR","18.112400","79.019300","30/04/2020","159.90","2020-04-30"
"Karnataka","SR","12.570381","76.919997","30/04/2020","179.10","2020-04-30"
"Kerala","SR","8.900373","76.569993","30/04/2020","79.10","2020-04-30"
"Tamil Nadu","SR","12.920386","79.150042","30/04/2020","339.90","2020-04-30"
"Pondy","SR","11.934994","79.830000","30/04/2020","9.20","2020-04-30"
"Bihar","ER","25.785414","87.479973","30/04/2020","104.50","2020-04-30"
"Jharkhand","ER","23.800393","86.419986","30/04/2020","25.80","2020-04-30"
"Odisha","ER","19.820430","85.900017","30/04/2020","89.40","2020-04-30"
"West Bengal","ER","22.580390","88.329947","30/04/2020","160.60","2020-04-30"
"Sikkim","ER","27.333330","88.616648","30/04/2020","1.20","2020-04-30"
"Arunachal Pradesh","NER","27.100399","93.616601","30/04/2020","2.00","2020-04-30"
"Assam","NER","26.749981","94.216667","30/04/2020","30.30","2020-04-30"
"Manipur","NER","24.799971","93.950017","30/04/2020","2.40","2020-04-30"
"Meghalaya","NER","25.570492","91.880014","30/04/2020","5.80","2020-04-30"
"Mizoram","NER","23.710399","92.720015","30/04/2020","1.80","2020-04-30"
"Nagaland","NER","25.666998","94.116570","30/04/2020","2.10","2020-04-30"
"Tripura","NER","23.835404","91.279999","30/04/2020","5.00","2020-04-30"
"Punjab","NR","31.519974","75.980003","01/05/2020","190.30","2020-05-01"
"Haryana","NR","28.450006","77.019991","01/05/2020","187.40","2020-05-01"
"Rajasthan","NR","26.449999","74.639981","01/05/2020","271.00","2020-05-01"
"Delhi","NR","28.669993","77.230004","01/05/2020","129.00","2020-05-01"
"UP","NR","27.599981","78.050006","01/05/2020","433.90","2020-05-01"
"Uttarakhand","NR","30.320409","78.050006","01/05/2020","46.10","2020-05-01"
"HP","NR","31.100025","77.166597","01/05/2020","30.10","2020-05-01"
"J&K","NR","33.450000","76.240000","01/05/2020","47.50","2020-05-01"
"Chandigarh","NR","30.719997","76.780006","01/05/2020","5.70","2020-05-01"
"Chhattisgarh","WR","22.090420","82.159987","01/05/2020","85.60","2020-05-01"
"Gujarat","WR","22.258700","71.192400","01/05/2020","398.10","2020-05-01"
"MP","WR","21.300391","76.130019","01/05/2020","219.80","2020-05-01"
"Maharashtra","WR","19.250232","73.160175","01/05/2020","472.70","2020-05-01"
"Goa","WR","15.491997","73.818001","01/05/2020","11.90","2020-05-01"
"DNH","WR","20.266578","73.016618","01/05/2020","17.40","2020-05-01"
"Andhra Pradesh","SR","14.750429","78.570026","01/05/2020","187.20","2020-05-01"
"Telangana","SR","18.112400","79.019300","01/05/2020","144.00","2020-05-01"
"Karnataka","SR","12.570381","76.919997","01/05/2020","180.80","2020-05-01"
"Kerala","SR","8.900373","76.569993","01/05/2020","78.70","2020-05-01"
"Tamil Nadu","SR","12.920386","79.150042","01/05/2020","337.30","2020-05-01"
"Pondy","SR","11.934994","79.830000","01/05/2020","9.20","2020-05-01"
"Bihar","ER","25.785414","87.479973","01/05/2020","107.10","2020-05-01"
"Jharkhand","ER","23.800393","86.419986","01/05/2020","26.80","2020-05-01"
"Odisha","ER","19.820430","85.900017","01/05/2020","88.00","2020-05-01"
"West Bengal","ER","22.580390","88.329947","01/05/2020","166.40","2020-05-01"
"Sikkim","ER","27.333330","88.616648","01/05/2020","1.20","2020-05-01"
"Arunachal Pradesh","NER","27.100399","93.616601","01/05/2020","2.00","2020-05-01"
"Assam","NER","26.749981","94.216667","01/05/2020","31.10","2020-05-01"
"Manipur","NER","24.799971","93.950017","01/05/2020","2.30","2020-05-01"
"Meghalaya","NER","25.570492","91.880014","01/05/2020","5.90","2020-05-01"
"Mizoram","NER","23.710399","92.720015","01/05/2020","1.70","2020-05-01"
"Nagaland","NER","25.666998","94.116570","01/05/2020","2.10","2020-05-01"
"Tripura","NER","23.835404","91.279999","01/05/2020","4.90","2020-05-01"
"Punjab","NR","31.519974","75.980003","02/05/2020","188.40","2020-05-02"
"Haryana","NR","28.450006","77.019991","02/05/2020","179.90","2020-05-02"
"Rajasthan","NR","26.449999","74.639981","02/05/2020","264.90","2020-05-02"
"Delhi","NR","28.669993","77.230004","02/05/2020","123.80","2020-05-02"
"UP","NR","27.599981","78.050006","02/05/2020","443.40","2020-05-02"
"Uttarakhand","NR","30.320409","78.050006","02/05/2020","42.70","2020-05-02"
"HP","NR","31.100025","77.166597","02/05/2020","26.80","2020-05-02"
"J&K","NR","33.450000","76.240000","02/05/2020","46.00","2020-05-02"
"Chandigarh","NR","30.719997","76.780006","02/05/2020","6.10","2020-05-02"
"Chhattisgarh","WR","22.090420","82.159987","02/05/2020","90.00","2020-05-02"
"Gujarat","WR","22.258700","71.192400","02/05/2020","387.10","2020-05-02"
"MP","WR","21.300391","76.130019","02/05/2020","219.90","2020-05-02"
"Maharashtra","WR","19.250232","73.160175","02/05/2020","461.60","2020-05-02"
"Goa","WR","15.491997","73.818001","02/05/2020","11.90","2020-05-02"
"DNH","WR","20.266578","73.016618","02/05/2020","17.10","2020-05-02"
"Andhra Pradesh","SR","14.750429","78.570026","02/05/2020","189.70","2020-05-02"
"Telangana","SR","18.112400","79.019300","02/05/2020","156.00","2020-05-02"
"Karnataka","SR","12.570381","76.919997","02/05/2020","173.70","2020-05-02"
"Kerala","SR","8.900373","76.569993","02/05/2020","65.80","2020-05-02"
"Tamil Nadu","SR","12.920386","79.150042","02/05/2020","312.00","2020-05-02"
"Pondy","SR","11.934994","79.830000","02/05/2020","8.20","2020-05-02"
"Bihar","ER","25.785414","87.479973","02/05/2020","105.80","2020-05-02"
"Jharkhand","ER","23.800393","86.419986","02/05/2020","27.00","2020-05-02"
"Odisha","ER","19.820430","85.900017","02/05/2020","91.60","2020-05-02"
"West Bengal","ER","22.580390","88.329947","02/05/2020","174.50","2020-05-02"
"Sikkim","ER","27.333330","88.616648","02/05/2020","1.00","2020-05-02"
"Arunachal Pradesh","NER","27.100399","93.616601","02/05/2020","2.20","2020-05-02"
"Assam","NER","26.749981","94.216667","02/05/2020","29.30","2020-05-02"
"Manipur","NER","24.799971","93.950017","02/05/2020","2.20","2020-05-02"
"Meghalaya","NER","25.570492","91.880014","02/05/2020","6.00","2020-05-02"
"Mizoram","NER","23.710399","92.720015","02/05/2020","1.60","2020-05-02"
"Nagaland","NER","25.666998","94.116570","02/05/2020","2.30","2020-05-02"
"Tripura","NER","23.835404","91.279999","02/05/2020","4.60","2020-05-02"
"Punjab","NR","31.519974","75.980003","03/05/2020","88.20","2020-05-03"
"Haryana","NR","28.450006","77.019991","03/05/2020","89.50","2020-05-03"
"Rajasthan","NR","26.449999","74.639981","03/05/2020","187.70","2020-05-03"
"Delhi","NR","28.669993","77.230004","03/05/2020","64.80","2020-05-03"
"UP","NR","27.599981","78.050006","03/05/2020","282.80","2020-05-03"
"Uttarakhand","NR","30.320409","78.050006","03/05/2020","21.20","2020-05-03"
"HP","NR","31.100025","77.166597","03/05/2020","16.10","2020-05-03"
"J&K","NR","33.450000","76.240000","03/05/2020","37.80","2020-05-03"
"Chandigarh","NR","30.719997","76.780006","03/05/2020","2.90","2020-05-03"
"Chhattisgarh","WR","22.090420","82.159987","03/05/2020","77.30","2020-05-03"
"Gujarat","WR","22.258700","71.192400","03/05/2020","289.90","2020-05-03"
"MP","WR","21.300391","76.130019","03/05/2020","191.00","2020-05-03"
"Maharashtra","WR","19.250232","73.160175","03/05/2020","414.10","2020-05-03"
"Goa","WR","15.491997","73.818001","03/05/2020","9.40","2020-05-03"
"DNH","WR","20.266578","73.016618","03/05/2020","6.00","2020-05-03"
"Andhra Pradesh","SR","14.750429","78.570026","03/05/2020","163.90","2020-05-03"
"Telangana","SR","18.112400","79.019300","03/05/2020","141.80","2020-05-03"
"Karnataka","SR","12.570381","76.919997","03/05/2020","184.00","2020-05-03"
"Kerala","SR","8.900373","76.569993","03/05/2020","69.10","2020-05-03"
"Tamil Nadu","SR","12.920386","79.150042","03/05/2020","250.00","2020-05-03"
"Pondy","SR","11.934994","79.830000","03/05/2020","5.80","2020-05-03"
"Bihar","ER","25.785414","87.479973","03/05/2020","81.80","2020-05-03"
"Jharkhand","ER","23.800393","86.419986","03/05/2020","23.70","2020-05-03"
"Odisha","ER","19.820430","85.900017","03/05/2020","78.20","2020-05-03"
"West Bengal","ER","22.580390","88.329947","03/05/2020","103.20","2020-05-03"
"Sikkim","ER","27.333330","88.616648","03/05/2020","1.00","2020-05-03"
"Arunachal Pradesh","NER","27.100399","93.616601","03/05/2020","1.30","2020-05-03"
"Assam","NER","26.749981","94.216667","03/05/2020","21.40","2020-05-03"
"Manipur","NER","24.799971","93.950017","03/05/2020","2.30","2020-05-03"
"Meghalaya","NER","25.570492","91.880014","03/05/2020","4.00","2020-05-03"
"Mizoram","NER","23.710399","92.720015","03/05/2020","1.50","2020-05-03"
"Nagaland","NER","25.666998","94.116570","03/05/2020","2.10","2020-05-03"
"Tripura","NER","23.835404","91.279999","03/05/2020","3.90","2020-05-03"
"Punjab","NR","31.519974","75.980003","04/05/2020","91.20","2020-05-04"
"Haryana","NR","28.450006","77.019991","04/05/2020","91.00","2020-05-04"
"Rajasthan","NR","26.449999","74.639981","04/05/2020","171.60","2020-05-04"
"Delhi","NR","28.669993","77.230004","04/05/2020","61.20","2020-05-04"
"UP","NR","27.599981","78.050006","04/05/2020","280.00","2020-05-04"
"Uttarakhand","NR","30.320409","78.050006","04/05/2020","22.30","2020-05-04"
"HP","NR","31.100025","77.166597","04/05/2020","17.60","2020-05-04"
"J&K","NR","33.450000","76.240000","04/05/2020","38.70","2020-05-04"
"Chandigarh","NR","30.719997","76.780006","04/05/2020","3.00","2020-05-04"
"Chhattisgarh","WR","22.090420","82.159987","04/05/2020","72.10","2020-05-04"
"Gujarat","WR","22.258700","71.192400","04/05/2020","294.10","2020-05-04"
"MP","WR","21.300391","76.130019","04/05/2020","178.50","2020-05-04"
"Maharashtra","WR","19.250232","73.160175","04/05/2020","416.50","2020-05-04"
"Goa","WR","15.491997","73.818001","04/05/2020","10.50","2020-05-04"
"DNH","WR","20.266578","73.016618","04/05/2020","6.70","2020-05-04"
"Andhra Pradesh","SR","14.750429","78.570026","04/05/2020","167.50","2020-05-04"
"Telangana","SR","18.112400","79.019300","04/05/2020","144.60","2020-05-04"
"Karnataka","SR","12.570381","76.919997","04/05/2020","195.80","2020-05-04"
"Kerala","SR","8.900373","76.569993","04/05/2020","74.00","2020-05-04"
"Tamil Nadu","SR","12.920386","79.150042","04/05/2020","263.30","2020-05-04"
"Pondy","SR","11.934994","79.830000","04/05/2020","6.40","2020-05-04"
"Bihar","ER","25.785414","87.479973","04/05/2020","84.70","2020-05-04"
"Jharkhand","ER","23.800393","86.419986","04/05/2020","23.50","2020-05-04"
"Odisha","ER","19.820430","85.900017","04/05/2020","76.20","2020-05-04"
"West Bengal","ER","22.580390","88.329947","04/05/2020","120.10","2020-05-04"
